review,rating,sentimen,review_clean
remote can not be used nihh dah damaged should be checked before send,1.0,negatif,remote not used nihh dah damaged checked send
The pack was not much better. Tree branches are broken,2.0,negatif,pack not much better tree branches broken
Quality of their products is very good delivery speed good product delivery speed,4.0,positif,quality products good delivery speed good product delivery speed
"Already till sist, but bangat ugly shoebox. Jd sounded like cheap shoes.",2.0,negatif,already till sist bangat ugly shoebox jadi sounded like cheap shoes
expired panjang,5.0,positif,expired panjang
"Great product in accordance with the drawings. Service is also fast, good seller response. Hopefully fixed mandate",4.0,positif,great product accordance drawings service also fast good seller response hopefully fixed mandate
"Hooray for today! Thank you seller disappoint me! My second order in this shop and that wow wow padin! Legit. Authentic and super sealed. Safe safe unit .. Kindly also courier, waited I could Niang .. ????????",4.0,positif,hooray today thank seller disappoint second order shop wow wow padin legit authentic super sealed safe safe unit kindly also courier waited could niang
Why close the on / off flashlight taped? Should not ituvtutupnya deh because ga ga stuck if there was plaster. If the lid is missing is better not maksain ya mas. Better price didiacoubt again ??,2.0,negatif,close flashlight taped not ituvtutupnya deh tidak tidak stuck plaster lid missing better not maksain mas better price didiacoubt
Good value for money,4.0,positif,good value money
"Suka banget permennya, pengiriman juga cepat dan rapi",5.0,positif,suka banget permen kirim cepat rapi
"Real pict, Recommendations nih store. Really good shoes on this one, its quality is okay, the price is expensive ga, fitting the foot comfortable to wear. Hopefully durable.",5.0,positif,real pict recommendations nih store really good shoes one quality okay price expensive tidak fitting foot comfortable wear hopefully durable
"Her bag fit that description there, so klo order here",5.0,positif,bag fit description klo order
Her small brg all kirain adult size,1.0,negatif,small barang kirain adult size
Excellent quality,4.0,positif,excellent quality
"The product quality is very good, very affordable price of its products.",5.0,positif,product quality good affordable price products
"Goods ok. But pelayanya less, chat for hours repaid to continue selling the products in their home many continue to fit check again stayed 1 kayak stuff like escape aj. Anyway dissatisfied servants",1.0,negatif,goods pelayanya less chat hours repaid continue selling products home many continue fit check stayed kayak stuff like escape aj anyway dissatisfied servants
Message .. clincher came forest green mint green color .. It was just hell who makes disappointed .. Plus there is not any response dr seller He knows that mistakes were made jd chose silence .. Ngeneess .. Hopefully more trustful dlm purchase,2.0,negatif,message clincher came forest green mint green color hell makes disappointed plus not response seller knows mistakes made jadi chose silence ngeneess hopefully trustful dlm purchase
Product quality is temporary. Size slightly wider than vs bt. Book 2 which do not wear too wide DC. Seam is bad. Whiffle,2.0,negatif,product quality temporary size slightly wider vs bt book not wear wide dc seam bad whiffle
Good product quality Good product quality Good value for money Good value for money,5.0,positif,good product quality good product quality good value money good value money
Kok sent short,2.0,negatif,kok sent short
"Took 2 weeks to reach my house, not original product but worth the money, the light on the earbuds got a bit problem",2.0,negatif,took weeks reach house not original product worth money light earbuds got bit problem
The material is thinner. D send a message instead dusty abu2 disappointed consumers,2.0,negatif,material thinner send message instead dusty abu disappointed consumers
Some very good looking but also from an envelope folded over the other side yet.,1.0,negatif,good looking also envelope folded side yet
Poor product quality,1.0,negatif,poor product quality
"Packaging and delivery very very long time, until moldy waited for him ..",2.0,negatif,packaging delivery long time moldy waited
Hopefully cute bag just so damage the rest Yong zipper zipper ok na lng po The faulty Hopefully they look at first before I siniship,2.0,negatif,hopefully cute bag damage rest yong zipper zipper na lng po faulty hopefully look first siniship
"Shop fast application processing, leather products to orgasm, which is not his bag meningitis is buy it anymore Detox",4.0,positif,shop fast application processing leather products orgasm not bag meningitis buy anymore detox
Product quality is acceptable. Shop very fast delivery. Beautiful product packaging,4.0,positif,product quality acceptable shop fast delivery beautiful product packaging
asdgaweg15d5e asdg54awe5g45 sa5d4ga5we4g5 asdg54awe5g45 asdga5we4g5aw asd5g4awe1g55,4.0,positif,asdgaweg asdg awe sa tidak asdg awe asdga aw asd awe
"Fast delivery, cuman Legs bent iron ... Quality control of his luggage shipping Prev d check again.",2.0,negatif,fast delivery cuman legs bent iron quality control luggage shipping prev check
"Beautiful but a little dirty place, delivery time very long",2.0,negatif,beautiful little dirty place delivery time long
"Already extra packaging carton but not so neat and oil telonnya 1 dusnya damaged mouth, which one actually leaking until fragrant keluar2: D mudah2an could be improved for the future packagingnya ya ..",2.0,negatif,already extra packaging carton not neat oil ton dus damaged mouth one actually leaking fragrant keluar mudah could improved future packagingnya
"Cheap, freeong, and the price is 1000 ?? my son likes lg",5.0,positif,cheap freeong price son likes lg
Order XL & Revived M  Quality of the jacket is very low...,1.0,negatif,order xl revived quality jacket low
"Is beautiful, shop owner is very enthusiastic, bought 2nd",4.0,positif,beautiful shop owner enthusiastic bought nd
